Date, Temperature,Relat_Humid,Wind_Speed ,Solar Radi,Surf_Out_ Temp
2017-01-02,3.175079027,89.5,0.468165572,0,2.097721438
2017-01-02,3.575079027,88.33333333,0.416147175,0,2.59976098
2017-01-02,3.975079027,87.16666667,0.364128778,0,2.973866459
2017-01-02,4.375079027,86,0.312110381,0,3.354005082
2017-01-03,3.975079027,87.16666667,0.260091985,0,2.880043876
2017-01-03,3.575079027,88.33333333,0.208073588,0,2.471076256
2017-01-03,3.175079027,89.5,0.156055191,0,2.051155138
2017-01-03,2.775079027,90.66666667,0.104036794,0,1.626867557
2017-01-03,2.375079027,91.83333333,0.052018397,0,1.191631152
2017-01-03,1.975079027,93,0,0,0.682588576
2017-01-03,1.975079027,93,0,0,0.736311229
2017-01-03,1.975079027,93,0,0,0.729658116
2017-01-03,1.975079027,93,0,0,0.728947162
2017-01-03,1.975079027,93,0,0,0.727651644
2017-01-03,1.975079027,93,0,0,0.726432494
2017-01-03,1.975079027,93,0,0,0.725226356
2017-01-03,2.275079027,92.66666667,0.052018397,0,1.101106925
2017-01-03,2.575079027,92.33333333,0.104036794,0,1.411193571
2017-01-03,2.875079027,92,0.156055191,0,1.721077316
2017-01-03,3.175079027,91.66666667,0.208073588,0,2.028242722
2017-01-03,3.475079027,91.33333333,0.260091985,0,2.333972944
2017-01-03,3.775079027,91,0.312110381,0,2.638688083
2017-01-03,3.30841236,91.33333333,0.260091985,0,2.096676392
2017-01-03,2.841745693,91.66666667,0.208073588,0,1.631781827
2017-01-03,2.375079027,92,0.156055191,0,1.155185077
2017-01-03,1.90841236,92.33333333,0.104036794,0,0.676995379
2017-01-03,1.441745693,92.66666667,0.052018397,0,0.192889635
2017-01-03,0.975079027,93,0,0,-0.328944977
2017-01-03,0.641745693,93,0,0,-0.637969539
2017-01-03,0.30841236,93,0,0,-0.973257044
2017-01-03,-0.024920973,93,0,0,-1.30533079
2017-01-03,-0.358254307,93,0,0,-1.637725816
2017-01-03,-0.69158764,93,0,0,-1.969989583
2017-01-03,-1.024920973,93,0,0,-2.302180492
2017-01-03,-0.49158764,93.33333333,0,0,-1.698030551
2017-01-03,0.041745693,93.66666667,0,0,-1.177623579
2017-01-03,0.575079027,94,0,0,-0.649799938
2017-01-03,1.10841236,94.33333333,0,0,-0.122194778
2017-01-03,1.641745693,94.66666667,0,0,0.405822323
2017-01-03,2.175079027,95,0,0,0.93424449
2017-01-03,1.80841236,94.66666667,0,0,0.489400749
2017-01-03,1.441745693,94.33333333,0,0,0.147724459
2017-01-03,1.075079027,94,0,0,-0.226574161
2017-01-03,0.70841236,93.66666667,0,0,-0.586766501
